offset,offset_hex,value,value_hex,count,frequency,varying_global,group_counts 
4793,0x12B9,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4793,0x12B9,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4801,0x12C1,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4801,0x12C1,3,0x03,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4805,0x12C5,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4805,0x12C5,2,0x02,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4809,0x12C9,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4809,0x12C9,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4810,0x12CA,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4810,0x12CA,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4811,0x12CB,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4811,0x12CB,12,0x0C,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4812,0x12CC,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4812,0x12CC,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4813,0x12CD,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4813,0x12CD,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4814,0x12CE,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4814,0x12CE,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4815,0x12CF,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4815,0x12CF,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4816,0x12D0,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4816,0x12D0,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4817,0x12D1,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4817,0x12D1,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4848,0x12F0,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4848,0x12F0,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4856,0x12F8,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4856,0x12F8,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4857,0x12F9,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4857,0x12F9,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4865,0x1301,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4865,0x1301,4,0x04,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4869,0x1305,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4869,0x1305,2,0x02,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4873,0x1309,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4873,0x1309,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4874,0x130A,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4874,0x130A,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4875,0x130B,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4875,0x130B,12,0x0C,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4876,0x130C,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4876,0x130C,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4877,0x130D,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4877,0x130D,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4878,0x130E,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4878,0x130E,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4879,0x130F,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4879,0x130F,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4880,0x1310,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4880,0x1310,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4881,0x1311,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4881,0x1311,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4912,0x1330,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4912,0x1330,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4920,0x1338,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4920,0x1338,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4921,0x1339,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4921,0x1339,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4929,0x1341,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4929,0x1341,5,0x05,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4933,0x1345,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4933,0x1345,2,0x02,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4937,0x1349,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4937,0x1349,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4938,0x134A,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4938,0x134A,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4939,0x134B,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4939,0x134B,12,0x0C,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4940,0x134C,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4940,0x134C,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4941,0x134D,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4941,0x134D,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4942,0x134E,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4942,0x134E,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4943,0x134F,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4943,0x134F,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4944,0x1350,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4944,0x1350,255,0xFF,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4945,0x1351,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4945,0x1351,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4976,0x1370,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4976,0x1370,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4984,0x1378,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4984,0x1378,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4985,0x1379,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
4985,0x1379,1,0x01,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
4993,0x1381,0,0x00,7,0.500000,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:3"
