offset,offset_hex,value,value_hex,count,frequency,varying_global,group_counts 
588,0x024C,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
588,0x024C,80,0x50,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
590,0x024E,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
590,0x024E,97,0x61,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
592,0x0250,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
592,0x0250,114,0x72,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
594,0x0252,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
594,0x0252,116,0x74,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
601,0x0259,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
601,0x0259,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
613,0x0265,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
613,0x0265,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
619,0x026B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
619,0x026B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
619,0x026B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
665,0x0299,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
665,0x0299,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
677,0x02A5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
677,0x02A5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
683,0x02AB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
683,0x02AB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
683,0x02AB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
729,0x02D9,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
729,0x02D9,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
741,0x02E5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
741,0x02E5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
747,0x02EB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
747,0x02EB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
747,0x02EB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
793,0x0319,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
793,0x0319,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
805,0x0325,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
805,0x0325,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
811,0x032B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
811,0x032B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
811,0x032B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
857,0x0359,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
857,0x0359,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
869,0x0365,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
869,0x0365,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
875,0x036B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
875,0x036B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
875,0x036B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
921,0x0399,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
921,0x0399,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
933,0x03A5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
933,0x03A5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
939,0x03AB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
939,0x03AB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
939,0x03AB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
985,0x03D9,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
985,0x03D9,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
997,0x03E5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
997,0x03E5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1003,0x03EB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1003,0x03EB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1003,0x03EB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1049,0x0419,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1049,0x0419,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1061,0x0425,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1061,0x0425,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1067,0x042B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1067,0x042B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1067,0x042B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1113,0x0459,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1113,0x0459,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1125,0x0465,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1125,0x0465,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1131,0x046B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1131,0x046B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1131,0x046B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1177,0x0499,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1177,0x0499,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1189,0x04A5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1189,0x04A5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1195,0x04AB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1195,0x04AB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1195,0x04AB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1241,0x04D9,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1241,0x04D9,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1253,0x04E5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1253,0x04E5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1259,0x04EB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1259,0x04EB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1259,0x04EB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1305,0x0519,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1305,0x0519,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1317,0x0525,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1317,0x0525,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1323,0x052B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1323,0x052B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1323,0x052B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1369,0x0559,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1369,0x0559,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1381,0x0565,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1381,0x0565,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1387,0x056B,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1387,0x056B,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1387,0x056B,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1433,0x0599,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1433,0x0599,1,0x01,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1445,0x05A5,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1445,0x05A5,2,0x02,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1451,0x05AB,12,0x0C,12,0.857143,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:6;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
1451,0x05AB,66,0x42,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1451,0x05AB,107,0x6B,1,0.071429,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1"
1497,0x05D9,0,0x00,13,0.928571,true,"R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:7;R,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:1;R,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,...:4;R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,:,...:1"
